policy_id,policyholder_age,policy_tenure_months,premium_amount,coverage_amount,payment_history_score,predicted_lapse_risk,confidence_interval_lower,confidence_interval_upper,explanation_strength,explanation_type,human_override,response_time_seconds,initial_trust_score,actual_lapse_occurred,post_decision_trust_score,intervention_taken,decision_timestamp,trust_change_direction,decision_delay_bucket,external_pressure
POL-207161,67,190,60.34,266000,0.73,0.51,0.35,0.42,0.66,feature_importance,TRUE,45,0.63,TRUE,0.53,coverage_review,8/24/24 10:03,increase,moderate,mild
POL-313944,65,112,95.43,981000,0.7,0.05,0.54,0.26,0.88,LIME,FALSE,60,0.8,TRUE,0.88,coverage_review,11/1/24 18:11,decrease,moderate,none
POL-285211,28,466,210.58,416000,0.52,0.61,0.42,0.22,0.46,rule-based,FALSE,250,0.65,FALSE,0.73,none,10/12/24 15:09,decrease,delayed,high
POL-618382,48,40,89.24,182000,0.82,0.21,0.26,0.45,0.67,SHAP,TRUE,68,0.75,FALSE,0.62,coverage_review,9/14/24 18:40,increase,moderate,none
POL-148881,49,240,190.23,278000,0.52,0.15,0.18,0.42,0.89,LIME,FALSE,48,0.82,FALSE,0.68,none,9/24/25 11:19,increase,moderate,none
POL-012944,36,190,114.28,1400000,0.89,0.2,0.16,0.56,0.65,feature_importance,FALSE,32,0.73,FALSE,0.71,none,9/5/24 15:00,increase,fast,none
POL-399485,28,128,558.83,70000,0.93,0.51,0.02,0.22,0.86,SHAP,FALSE,96,0.65,FALSE,0.65,none,1/31/25 10:45,increase,moderate,mild
POL-404050,34,222,739.26,346000,0.92,0.22,0.16,0.32,0.8,LIME,FALSE,22,0.84,FALSE,0.74,none,7/12/24 15:49,increase,fast,none
POL-207711,38,80,70.69,181000,0.96,0.05,0.04,0.12,0.48,LIME,FALSE,110,0.56,FALSE,0.6,none,9/30/25 16:18,increase,delayed,none
POL-315712,28,300,480.14,614000,0.52,0.61,0.08,0.68,0.86,counterfactual,FALSE,24,0.95,FALSE,0.59,none,3/24/25 14:09,increase,fast,high
POL-641235,48,60,136.02,94000,0.68,0.48,0.34,0.46,0.77,LIME,FALSE,54,0.77,FALSE,0.58,coverage_review,11/5/24 9:26,increase,moderate,none
POL-373060,42,130,154.3,523000,0.83,0.12,0.18,0.6,0.68,feature_importance,FALSE,58,0.62,FALSE,0.67,none,5/18/24 15:35,increase,moderate,none
POL-523910,58,212,210.37,1243000,0.73,0.05,0.44,0.66,0.78,feature_importance,TRUE,50,0.78,TRUE,0.58,coverage_review,11/17/24 18:50,increase,moderate,none
POL-917248,46,6,472.51,121000,0.88,0.62,0.16,0.26,0.88,rule-based,FALSE,60,0.83,FALSE,0.85,none,12/4/25 16:44,increase,moderate,high
POL-281938,54,322,122.25,767000,0.92,0.46,0.2,0.54,0.68,feature_importance,FALSE,30,0.78,FALSE,0.72,premium_adjustment,8/7/25 17:52,increase,fast,none
POL-319004,28,226,313.69,600000,0.84,0.1,0.48,0.58,0.76,feature_importance,TRUE,210,0.65,TRUE,0.4,premium_adjustment,3/26/24 17:19,increase,delayed,none
POL-051220,28,154,210.66,529000,0.69,0.33,0.28,0.24,0.58,counterfactual,FALSE,110,0.59,FALSE,0.78,none,1/26/24 9:43,neutral,delayed,mild
POL-076245,28,12,1465.81,623000,0.91,0.29,0.18,0.36,0.68,LIME,FALSE,100,0.86,FALSE,0.53,none,11/21/24 16:33,increase,moderate,none
POL-401930,41,420,52.59,275000,0.55,0.14,0.06,0.26,0.52,rule-based,TRUE,70,0.8,FALSE,0.58,none,10/22/24 10:47,increase,moderate,none
POL-798672,37,260,493.29,540000,0.77,0.21,0.34,0.38,0.73,counterfactual,TRUE,30,0.83,FALSE,0.89,none,11/18/25 16:24,neutral,fast,none
POL-716938,68,6,232.34,1104000,0.91,0.51,0.34,0.78,0.65,counterfactual,FALSE,40,0.95,FALSE,0.64,coverage_review,4/20/24 17:27,increase,fast,mild
POL-901421,67,140,53.51,127000,0.92,0.61,0.34,0.08,0.88,rule-based,FALSE,54,0.72,FALSE,0.7,retention_call,10/26/25 9:43,decrease,moderate,mild
POL-876210,28,12,59.56,762000,0.72,0.26,0.04,0.72,0.86,feature_importance,FALSE,32,0.64,FALSE,0.6,none,1/26/24 15:03,increase,fast,none
POL-070242,58,112,147.82,313000,0.8,0.3,0.54,0.54,0.85,feature_importance,FALSE,32,0.84,FALSE,0.72,none,1/26/24 9:43,neutral,fast,none
POL-46821,34,460,155.87,986000,0.77,0.35,0.1,0.16,0.65,LIME,FALSE,180,0.6,FALSE,0.68,none,3/19/25 14:19,increase,delayed,none
POL-816809,44,520,67.12,345000,0.54,0.26,0.18,0.44,0.86,feature_importance,FALSE,142,0.69,FALSE,0.64,none,8/25/24 14:01,increase,delayed,none
POL-196972,38,56,71.87,662000,0.52,0.62,0.58,0.26,0.65,feature_importance,FALSE,77,0.58,TRUE,0.65,retention_call,8/18/25 14:49,decrease,moderate,mild
POL-013338,50,10,126.98,1633000,0.68,0.12,0.22,0.14,0.66,LIME,FALSE,90,0.6,FALSE,0.68,none,9/8/25 13:27,decrease,moderate,none
POL-694701,29,66,138.69,622000,0.85,0.35,0.34,0.7,0.76,LIME,FALSE,68,0.64,TRUE,0.75,none,12/19/24 8:35,increase,moderate,none
POL-906312,70,270,52.3,523000,0.82,0.57,0.58,0.48,0.7,rule-based,TRUE,88,0.74,FALSE,0.74,retention_call,4/21/24 18:33,decrease,moderate,mild
POL-014219,69,12,1285.63,123000,0.71,0.05,0.54,0.58,0.86,SHAP,TRUE,140,0.51,TRUE,0.4,premium_adjustment,7/20/25 18:00,neutral,delayed,none
POL-015239,28,72,62.95,288000,0.88,0.19,0.22,0.74,0.82,feature_importance,FALSE,58,0.85,FALSE,0.92,none,7/9/24 10:12,increase,moderate,none
POL-454740,28,12,89.02,94000,0.92,0.46,0.04,0.32,0.89,LIME,FALSE,86,0.89,FALSE,0.61,none,8/21/25 18:27,increase,moderate,none
POL-114981,52,72,66.8,640000,0.6,0.05,0.3,0.78,0.76,LIME,TRUE,15,0.7,TRUE,0.7,coverage_review,9/18/24 9:12,increase,fast,none
POL-558923,68,65,189.57,114000,0.7,0.58,0.48,0.51,0.73,feature_importance,TRUE,65,0.69,FALSE,0.5,retention_call,11/23/24 10:50,neutral,moderate,mild
POL-503705,53,130,1500,73000,0.97,0.68,0.2,0.2,0.82,feature_importance,FALSE,28,0.66,FALSE,0.72,none,8/18/25 16:35,neutral,fast,high
POL-501469,28,240,414.56,2000000,0.57,0.42,0.37,0.78,0.82,rule-based,FALSE,180,0.95,TRUE,0.63,premium_adjustment,3/19/24 9:19,increase,delayed,mild
POL-058310,31,6,88.84,296000,0.72,0.34,0.1,0.48,0.77,LIME,FALSE,76,0.6,FALSE,0.64,none,4/18/25 8:11,increase,moderate,none
POL-201242,29,360,176.64,2000000,0.83,0.41,0.44,0.62,0.86,LIME,TRUE,230,0.69,TRUE,0.41,retention_call,10/18/24 10:44,increase,delayed,mild
POL-845272,39,12,180.69,84000,0.72,0.05,0.34,0.6,0.73,rule-based,FALSE,38,0.74,FALSE,0.52,retention_call,9/7/25 18:12,increase,fast,none
POL-014657,60,342,121.26,123000,0.7,0.62,0.58,0.26,0.87,rule-based,FALSE,70,0.78,TRUE,0.62,premium_adjustment,12/4/24 16:15,decrease,moderate,mild
POL-478673,28,386,95.13,70000,0.9,0.42,0.1,0.62,0.51,SHAP,FALSE,30,0.6,FALSE,0.74,none,9/8/25 18:33,increase,fast,none
POL-019983,52,286,60.61,96000,0.92,0.05,0.54,0.68,0.64,SHAP,FALSE,74,0.72,FALSE,0.7,retention_call,7/9/24 16:30,increase,moderate,none
POL-310169,64,520,211.43,354000,0.72,0.45,0.12,0.48,0.79,SHAP,FALSE,86,0.8,FALSE,0.54,none,7/17/25 9:48,increase,moderate,mild
POL-226172,61,520,260.3,297000,0.84,0.62,0.22,0.72,0.76,LIME,FALSE,56,0.74,FALSE,0.82,none,7/30/24 9:30,increase,moderate,high
POL-579202,54,100,210.57,561000,0.8,0.48,0.1,0.58,0.74,feature_importance,FALSE,80,0.63,FALSE,0.67,none,3/6/25 15:37,increase,moderate,mild
PL-603162,51,428,1500,814000,0.87,0.68,0.24,0.08,0.69,LIME,TRUE,130,0.66,TRUE,0.69,premium_adjustment,8/7/25 16:42,decrease,delayed,high
POL-300430,56,338,127.43,70000,0.71,0.48,0.54,0.54,0.68,rule-based,FALSE,50,0.75,TRUE,0.52,retention_call,3/7/24 18:19,neutral,moderate,none
POL-626477,38,64,310.17,303000,0.98,0.71,0.4,0.62,0.7,LIME,FALSE,58,0.84,FALSE,0.78,none,9/8/24 17:42,increase,moderate,high
POL-693370,51,108,190.55,758000,0.69,0.28,0.46,0.74,0.69,LIME,FALSE,44,0.73,FALSE,0.7,coverage_review,10/19/24 16:38,increase,moderate,none
POL-428342,60,10,310.66,1547000,0.72,0.38,0.1,0.12,0.87,rule-based,FALSE,160,0.85,FALSE,0.95,none,11/6/24 11:12,neutral,delayed,mild
POL-999310,28,374,68.02,1648000,0.65,0.05,0.38,0.78,0.46,rule-based,FALSE,24,0.72,TRUE,0.91,premium_adjustment,12/6/24 15:11,increase,fast,none
POL-057200,68,360,152.66,958000,0.9,0.6,0.02,0.56,0.65,feature_importance,FALSE,35,0.82,FALSE,0.87,none,11/15/25 12:25,increase,fast,mild
POL-295160,50,260,985.41,605000,0.78,0.29,0.18,0.23,0.8,feature_importance,FALSE,42,0.73,FALSE,0.83,coverage_review,7/1/24 12:11,neutral,moderate,mild
POL-800715,57,450,260.86,982000,0.9,0.26,0.13,0.6,0.56,SHAP,FALSE,88,0.89,FALSE,0.6,none,4/17/25 18:45,increase,moderate,none
POL-102241,30,412,120.24,986000,0.98,0.46,0.28,0.32,0.92,counterfactual,FALSE,25,0.54,FALSE,0.67,none,7/2/24 18:03,neutral,fast,none
POL-221910,40,140,52.65,1221000,0.69,0.43,0.48,0.66,0.79,LIME,FALSE,290,0.68,FALSE,0.78,retention_call,8/17/25 10:02,increase,delayed,mild
POL-872948,30,94,147.27,943000,0.64,0.55,0.44,0.76,0.63,feature_importance,FALSE,65,0.66,TRUE,0.53,retention_call,2/28/24 13:37,increase,moderate,mild
POL-412960,51,428,1474.42,161000,0.52,0.52,0.3,0.38,0.46,rule-based,TRUE,34,0.7,TRUE,0.5,coverage_review,1/26/24 9:43,increase,fast,high
POL-300813,52,450,260.41,876000,0.8,0.38,0.44,0.8,0.69,counterfactual,FALSE,52,0.77,FALSE,0.78,retention_call,1/26/25 15:43,increase,moderate,mild
POL-318004,63,360,289.25,293000,0.92,0.53,0.46,0.08,0.73,rule-based,TRUE,30,0.77,TRUE,0.5,premium_adjustment,12/5/25 12:47,decrease,fast,high
POL-972290,54,136,473.33,990000,0.9,0.71,0.42,0.5,0.69,rule-based,FALSE,60,0.62,FALSE,0.68,none,3/9/25 15:42,increase,moderate,high
POL-878379,48,500,55.39,981000,0.98,0.39,0.2,0.5,0.53,SHAP,FALSE,90,0.86,FALSE,0.79,none,9/1/24 9:17,increase,moderate,none
POL-621240,59,90,264.93,2000000,0.9,0.48,0.34,0.42,0.77,counterfactual,FALSE,30,0.58,TRUE,0.52,retention_call,9/17/24 8:43,increase,fast,mild
POL-187634,29,274,128.54,95000,0.57,0.58,0.44,0.72,0.86,SHAP,FALSE,20,0.66,TRUE,0.58,retention_call,1/28/24 9:43,increase,fast,mild
POL-408944,61,140,310.13,325000,0.95,0.11,0.56,0.5,0.77,SHAP,TRUE,330,0.58,TRUE,0.84,retention_call,7/7/25 8:55,decrease,delayed,mild
POL-201270,61,318,310.62,124000,0.6,0.06,0.48,0.22,0.83,feature_importance,FALSE,324,0.78,FALSE,0.78,premium_adjustment,7/26/24 9:43,decrease,delayed,none
POL-203718,41,12,999.04,1103000,0.74,0.32,0.25,0.76,0.68,SHAP,FALSE,164,0.62,FALSE,0.76,none,10/12/25 9:47,increase,delayed,mild
POL-870497,47,150,234.76,1750000,0.61,0.25,0.18,0.44,0.8,counterfactual,FALSE,52,0.85,FALSE,0.74,none,9/1/24 13:53,increase,moderate,none
POL-183621,68,310,342.82,267000,0.8,0.58,0.4,0.76,0.61,SHAP,FALSE,38,0.62,TRUE,0.78,retention_call,8/19/24 9:26,increase,fast,high
POL-900762,70,372,101.14,981000,0.94,0.49,0.14,0.78,0.72,feature_importance,FALSE,68,0.8,FALSE,0.94,none,9/7/25 14:52,increase,moderate,mild
POL-001276,39,294,898.92,74000,0.58,0.05,0.04,0.13,0.76,LIME,FALSE,100,0.54,FALSE,0.64,none,5/12/24 11:38,increase,moderate,none
POL-501286,33,140,520.38,777000,0.81,0.21,0.28,0.44,0.85,LIME,FALSE,48,0.66,FALSE,0.76,coverage_review,8/2/25 9:37,increase,moderate,none
POL-512999,32,372,420.06,83000,0.8,0.05,0.14,0.8,0.66,SHAP,FALSE,28,0.72,FALSE,0.68,none,9/18/25 9:00,increase,fast,none
POL-70942,63,210,513.46,279000,0.92,0.36,0.13,0.48,0.77,feature_importance,FALSE,98,0.84,FALSE,0.89,none,12/11/24 16:35,increase,moderate,mild
POL-912722,70,102,310.15,263000,0.92,0.18,0.12,0.52,0.7,SHAP,TRUE,28,0.66,FALSE,0.67,none,3/23/25 11:10,increase,fast,mild
POL-215284,47,160,533.67,991000,0.81,0.26,0.38,0.32,0.66,LIME,FALSE,45,0.87,FALSE,0.68,coverage_review,5/18/24 13:19,decrease,moderate,none
POL-070410,39,54,351.72,528000,0.67,0.42,0.38,0.24,0.59,LIME,FALSE,266,0.75,FALSE,0.75,retention_call,9/30/25 9:33,decrease,delayed,mild
POL-892860,34,60,431.96,105000,0.72,0.28,0.12,0.32,0.69,SHAP,FALSE,42,0.95,FALSE,0.81,none,12/8/25 13:33,increase,moderate,none
POL-251917,29,54,66.7,119000,0.72,0.46,0.3,0.62,0.6,feature_importance,FALSE,100,0.58,FALSE,0.61,retention_call,3/26/25 13:37,increase,moderate,mild
POL-603941,64,120,370.15,486000,0.78,0.51,0.54,0.68,0.65,rule-based,TRUE,330,0.79,FALSE,0.5,coverage_review,12/8/25 13:33,increase,delayed,high
POL-917788,36,72,129.67,2000000,0.88,0.25,0.1,0.23,0.46,SHAP,FALSE,65,0.65,FALSE,0.86,none,8/9/25 16:37,increase,moderate,none
POL-312493,59,220,60.27,637000,0.75,0.71,0.4,0.28,0.48,SHAP,TRUE,30,0.66,TRUE,0.57,retention_call,11/2/25 13:03,decrease,fast,high
POL-182731,45,222,279.85,900000,0.98,0.62,0.14,0.72,0.88,counterfactual,FALSE,58,0.7,FALSE,0.67,none,6/20/25 15:08,increase,moderate,high
POL-578307,39,268,77.45,124000,0.69,0.25,0.12,0.62,0.74,LIME,FALSE,140,0.68,FALSE,0.76,coverage_review,5/15/24 13:03,increase,delayed,none
POL-507422,37,400,310.12,1680000,0.71,0.42,0.5,0.4,0.56,SHAP,FALSE,72,0.7,FALSE,0.89,retention_call,10/8/24 17:06,decrease,moderate,mild
POL-806840,55,130,357.19,1958000,0.6,0.59,0.38,0.5,0.6,feature_importance,TRUE,118,0.7,TRUE,0.57,coverage_review,3/28/24 18:27,increase,delayed,high
POL-305202,28,8,58.73,87000,0.58,0.71,0.46,0.58,0.92,counterfactual,FALSE,130,0.95,FALSE,0.95,none,12/12/24 13:03,increase,delayed,high
POL-610284,39,24,346.52,2000000,0.88,0.71,0.02,0.58,0.68,rule-based,FALSE,98,0.66,FALSE,0.74,premium_adjustment,12/8/25 13:33,increase,moderate,high
POL-756841,28,400,1011.22,121000,0.98,0.22,0.18,0.08,0.89,SHAP,FALSE,32,0.51,FALSE,0.94,none,1/1/25 11:36,decrease,fast,none
POL-290834,55,220,720.21,124000,0.87,0.09,0.46,0.76,0.65,LIME,TRUE,330,0.85,TRUE,0.83,retention_call,12/2/24 17:02,increase,delayed,none
POL-114907,56,6,697.68,959000,0.67,0.3,0.42,0.54,0.55,LIME,FALSE,40,0.68,FALSE,0.6,none,10/4/24 14:09,increase,fast,mild
POL-908216,64,120,479.6,1680000,0.76,0.59,0.38,0.42,0.68,SHAP,TRUE,65,0.8,FALSE,0.71,coverage_review,4/24/25 10:40,neutral,moderate,high
POL-201311,63,420,416.02,1510000,0.61,0.56,0.32,0.54,0.79,counterfactual,TRUE,15,0.72,TRUE,0.54,premium_adjustment,12/24/24 10:23,increase,fast,high
POL-966484,68,12,280.15,754000,0.58,0.56,0.54,0.77,0.52,counterfactual,FALSE,98,0.51,FALSE,0.88,retention_call,8/19/25 18:30,increase,moderate,mild
POL-203423,43,12,145.81,324000,0.52,0.32,0.46,0.4,0.75,feature_importance,FALSE,22,0.64,FALSE,0.62,retention_call,7/31/24 14:19,decrease,fast,none
POL-204839,52,100,158,1665000,0.77,0.42,0.05,0.28,0.88,SHAP,FALSE,50,0.65,FALSE,0.71,none,3/12/25 15:10,increase,moderate,none
POL-871734,28,200,210.55,984000,0.75,0.35,0.26,0.42,0.92,feature_importance,FALSE,110,0.65,FALSE,0.64,none,9/8/25 9:06,increase,delayed,mild
POL-918910,48,72,310.79,351000,0.97,0.21,0.48,0.36,0.65,counterfactual,FALSE,35,0.78,FALSE,0.46,none,4/11/24 11:12,decrease,fast,none
POL-502205,55,50,59.69,349000,0.62,0.38,0.3,0.46,0.77,LIME,FALSE,30,0.76,TRUE,0.71,retention_call,3/5/24 12:05,increase,fast,none
POL-304771,55,160,210.03,322000,0.8,0.39,0.35,0.56,0.71,SHAP,TRUE,28,0.6,TRUE,0.48,retention_call,7/18/24 12:37,increase,fast,mild
POL-173468,57,6,190.56,617000,0.83,0.64,0.36,0.74,0.82,LIME,TRUE,160,0.86,TRUE,0.61,retention_call,10/8/24 10:27,increase,delayed,high
POL-619400,38,310,348.15,122000,0.82,0.32,0.18,0.32,0.89,counterfactual,FALSE,28,0.81,FALSE,0.76,none,11/24/25 11:12,increase,fast,mild
POL-601830,63,390,319.9,75000,0.78,0.15,0.02,0.14,0.46,SHAP,FALSE,98,0.92,FALSE,0.9,none,12/4/24 11:45,increase,moderate,none
POL-061554,61,150,649.95,894000,0.94,0.15,0.48,0.38,0.76,LIME,TRUE,55,0.7,FALSE,0.68,premium_adjustment,9/8/24 13:42,decrease,moderate,none
POL-308251,70,290,190.06,93000,0.54,0.14,0.12,0.34,0.56,rule-based,FALSE,90,0.53,FALSE,0.45,none,7/26/25 16:42,increase,moderate,none
POL-600415,40,50,350.06,275000,0.7,0.35,0.1,0.34,0.78,feature_importance,FALSE,15,0.66,FALSE,0.8,none,12/6/24 17:23,increase,fast,mild
POL-226812,28,200,122.54,319000,0.52,0.28,0.38,0.24,0.73,feature_importance,FALSE,64,0.63,FALSE,0.9,none,10/6/25 15:29,decrease,moderate,none
POL-932372,39,12,210.56,535000,0.92,0.41,0.2,0.48,0.65,counterfactual,FALSE,60,0.6,FALSE,0.62,none,7/21/24 16:35,increase,moderate,mild
POL-947203,28,10,264.67,1105000,0.94,0.26,0.18,0.26,0.46,LIME,FALSE,130,0.62,FALSE,0.68,none,2/18/24 16:15,increase,delayed,mild
POL-127674,70,132,420.08,545000,0.75,0.28,0.14,0.31,0.61,LIME,TRUE,330,0.86,FALSE,0.72,none,4/5/24 16:19,increase,delayed,mild
POL-512338,33,140,113.38,279000,0.78,0.25,0.17,0.34,0.66,LIME,TRUE,120,0.78,FALSE,0.62,none,9/30/25 17:03,increase,delayed,none
POL-403412,31,70,310.72,277000,0.88,0.05,0.15,0.74,0.5,LIME,FALSE,32,0.87,FALSE,0.64,none,12/20/24 15:33,increase,fast,none
POL-572300,39,124,219.03,531000,0.72,0.08,0.28,0.18,0.66,SHAP,TRUE,20,0.52,FALSE,0.7,coverage_review,1/17/25 12:50,decrease,fast,none
POL-344583,70,330,420.2,533000,0.76,0.05,0.44,0.14,0.75,rule-based,FALSE,98,0.58,FALSE,0.77,none,8/2/24 13:37,decrease,moderate,none
POL-728283,31,306,265.87,1250000,0.88,0.32,0.24,0.14,0.65,feature_importance,TRUE,20,0.52,FALSE,0.62,none,8/17/25 13:49,decrease,fast,mild
POL-321270,55,10,520.24,86000,0.6,0.39,0.49,0.44,0.46,feature_importance,FALSE,150,0.54,TRUE,0.75,retention_call,7/22/24 16:30,neutral,delayed,mild
POL-457731,34,220,1289.29,440000,0.78,0.53,0.18,0.28,0.92,LIME,FALSE,15,0.87,FALSE,0.95,none,7/18/25 12:03,increase,fast,high
POL-913210,51,250,310.21,2000000,0.52,0.06,0.54,0.16,0.65,LIME,TRUE,85,0.88,TRUE,0.86,premium_adjustment,1/26/24 9:43,decrease,moderate,none
POL-120704,28,324,1464.27,867000,0.91,0.39,0.04,0.72,0.58,feature_importance,FALSE,90,0.88,FALSE,0.85,retention_call,8/17/25 9:17,increase,moderate,mild
POL-266341,49,320,474.86,247000,0.7,0.05,0.08,0.3,0.62,LIME,FALSE,100,0.66,FALSE,0.58,none,11/20/25 10:58,increase,moderate,none
POL-613334,67,140,128.65,488000,0.92,0.12,0.22,0.82,0.62,feature_importance,FALSE,15,0.83,FALSE,0.9,none,3/14/24 18:30,increase,fast,none
POL-975390,68,166,251.74,648000,0.84,0.41,0.24,0.8,0.75,LIME,TRUE,130,0.79,TRUE,0.85,retention_call,8/23/24 10:38,increase,delayed,high
POL-023857,28,104,65.91,75000,0.74,0.47,0.1,0.59,0.91,feature_importance,FALSE,66,0.63,FALSE,0.72,retention_call,1/26/24 9:43,increase,moderate,none
POL-208219,37,260,98.56,988000,0.83,0.35,0.2,0.88,0.71,SHAP,FALSE,310,0.66,FALSE,0.67,none,3/23/25 10:33,increase,delayed,none
POL-110379,69,306,67.01,705000,0.8,0.5,0.36,0.6,0.76,LIME,FALSE,210,0.51,TRUE,0.4,premium_adjustment,1/26/24 9:43,increase,delayed,mild
POL-808410,38,14,258.46,122000,0.75,0.05,0.04,0.3,0.63,LIME,TRUE,150,0.69,TRUE,0.4,retention_call,7/11/24 12:11,increase,delayed,none
POL-719109,50,300,130.97,284000,0.8,0.22,0.1,0.4,0.66,SHAP,FALSE,90,0.79,FALSE,0.66,none,10/26/24 8:54,increase,moderate,none
POL-274723,48,140,265.81,1680000,0.77,0.67,0.48,0.24,0.74,SHAP,FALSE,330,0.51,FALSE,0.76,none,3/8/25 16:52,decrease,delayed,high
POL-656360,48,12,384.95,353000,0.9,0.62,0.16,0.78,0.86,SHAP,FALSE,15,0.69,FALSE,0.61,none,4/5/25 12:04,increase,fast,high
POL-162623,28,32,70.54,1063000,0.83,0.43,0.52,0.86,0.46,LIME,FALSE,48,0.71,FALSE,0.73,premium_adjustment,8/18/24 9:12,increase,moderate,none
POL-127239,65,360,312.6,376000,0.84,0.68,0.06,0.24,0.92,feature_importance,FALSE,265,0.81,FALSE,0.68,retention_call,11/15/25 11:35,increase,delayed,high
POL-718214,38,46,504.32,182000,0.73,0.12,0.02,0.13,0.92,SHAP,FALSE,25,0.67,FALSE,0.6,none,12/8/25 13:33,increase,fast,none
POL-155449,66,304,210.18,2000000,0.66,0.05,0.52,0.8,0.76,rule-based,TRUE,18,0.72,TRUE,0.5,retention_call,8/30/24 9:11,increase,fast,none
POL-729264,68,6,190.08,666000,0.74,0.38,0.48,0.18,0.83,SHAP,FALSE,84,0.8,FALSE,0.75,none,12/8/25 13:33,decrease,moderate,none
POL-115714,41,19,310.09,329000,0.93,0.22,0.08,0.68,0.68,LIME,FALSE,45,0.66,FALSE,0.71,none,11/29/25 9:12,increase,moderate,none
POL-781937,28,200,980.19,982000,0.55,0.55,0.15,0.28,0.92,SHAP,FALSE,88,0.6,FALSE,0.66,none,5/8/24 13:12,increase,moderate,mild
POL-415119,45,306,619.6,79000,0.87,0.71,0.5,0.1,0.73,LIME,TRUE,155,0.81,TRUE,0.54,none,8/17/25 18:52,decrease,delayed,high
POL-110632,28,506,52.53,1037000,0.81,0.41,0.48,0.22,0.75,SHAP,FALSE,120,0.64,FALSE,0.7,retention_call,5/8/24 14:05,decrease,delayed,none
POL-080641,40,300,147.38,1324000,0.76,0.51,0.18,0.82,0.65,LIME,FALSE,48,0.87,FALSE,0.82,premium_adjustment,2/1/24 17:27,increase,moderate,mild
POL-908103,35,140,1469.01,938000,0.89,0.38,0.08,0.88,0.63,SHAP,FALSE,172,0.58,FALSE,0.87,none,5/23/25 10:49,increase,delayed,mild
POL-804878,69,12,101.81,878000,0.68,0.52,0.44,0.72,0.66,feature_importance,TRUE,95,0.7,FALSE,0.72,premium_adjustment,3/9/24 14:35,increase,moderate,mild
POL-519704,61,160,1500,2000000,0.79,0.46,0.54,0.62,0.69,feature_importance,TRUE,65,0.75,TRUE,0.95,retention_call,8/17/24 12:42,increase,moderate,mild
POL-210984,28,6,260.15,183000,0.98,0.41,0.38,0.69,0.62,rule-based,TRUE,65,0.68,FALSE,0.44,retention_call,7/7/25 10:42,increase,moderate,high
POL-710254,28,150,310.11,78000,0.61,0.58,0.22,0.75,0.83,counterfactual,TRUE,15,0.81,FALSE,0.8,coverage_review,8/28/25 15:10,increase,fast,high
POL-901249,61,76,356.86,102000,0.92,0.15,0.5,0.28,0.7,SHAP,FALSE,54,0.62,FALSE,0.75,none,1/22/25 11:01,decrease,moderate,none
POL-205107,34,30,146.62,1228000,0.97,0.25,0.08,0.26,0.66,LIME,FALSE,189,0.58,FALSE,0.68,none,5/25/25 13:27,increase,delayed,none
POL-158998,34,10,55.34,909000,0.77,0.05,0.02,0.16,0.92,LIME,FALSE,90,0.76,FALSE,0.86,none,1/26/24 9:43,increase,moderate,none
POL-577802,59,220,984.35,115000,0.65,0.44,0.46,0.68,0.77,rule-based,FALSE,62,0.85,FALSE,0.55,retention_call,4/21/24 9:30,increase,moderate,mild
POL-471369,29,22,1497.58,293000,0.71,0.05,0.15,0.08,0.85,rule-based,FALSE,20,0.52,FALSE,0.71,none,10/12/24 17:12,decrease,fast,none
POL-528150,70,6,68.6,72000,0.95,0.4,0.58,0.62,0.53,rule-based,FALSE,68,0.95,FALSE,0.87,coverage_review,4/20/24 10:40,neutral,moderate,none
POL-424281,55,124,210.67,265000,0.98,0.35,0.02,0.28,0.66,rule-based,FALSE,54,0.61,FALSE,0.63,none,10/28/25 8:33,increase,moderate,mild
POL-007111,28,26,210.36,500000,0.88,0.05,0.22,0.08,0.86,feature_importance,FALSE,15,0.55,FALSE,0.72,none,12/12/24 16:11,decrease,fast,none
OL-095849,44,72,426.11,435000,0.76,0.28,0.46,0.36,0.73,counterfactual,FALSE,30,0.88,FALSE,0.58,none,9/17/24 15:33,decrease,fast,mild
POL-733340,54,50,52.3,533000,0.82,0.28,0.3,0.36,0.73,SHAP,FALSE,32,0.83,FALSE,0.76,none,10/15/25 16:49,increase,fast,none
POL-718201,36,338,980.2,909000,0.83,0.08,0.54,0.86,0.6,LIME,FALSE,210,0.89,FALSE,0.8,none,10/26/24 17:17,increase,delayed,none
POL-291414,28,160,264.41,546000,0.61,0.62,0.5,0.48,0.76,SHAP,FALSE,60,0.86,FALSE,0.8,none,10/4/25 11:59,neutral,moderate,high
POL-502469,46,90,463.63,281000,0.65,0.49,0.16,0.13,0.85,LIME,FALSE,98,0.61,FALSE,0.78,premium_adjustment,2/5/24 8:17,neutral,moderate,mild
POL-204412,28,150,634.38,1521000,0.74,0.58,0.04,0.76,0.63,feature_importance,TRUE,66,0.75,TRUE,0.89,coverage_review,11/21/24 14:11,increase,moderate,high
POL-121510,35,56,520.06,183000,0.63,0.15,0.09,0.34,0.92,LIME,FALSE,15,0.95,FALSE,0.41,none,7/28/25 14:09,increase,fast,none
POL-190839,66,120,631.9,411000,0.69,0.56,0.46,0.22,0.88,SHAP,TRUE,15,0.82,FALSE,0.84,coverage_review,11/23/24 13:00,decrease,fast,high
